Homepage,Homepage _Duration,Aboutus,Aboutus_Duration,Contactus,Contactus_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Province,TrafficType,VisitorType,Weekend,Revenue
0,0,0,0,7,512.25,0,0.014285714,0,0,Dec,3,2,1,11,New_Visitor,FALSE,0
0,0,0,0,3,20,0,0.066666667,0,0,May,2,2,1,4,Returning_Visitor,FALSE,0
3,35.33333333,0,0,13,151.5,0.003333333,0.016444444,0,0.8,May,2,2,3,2,Returning_Visitor,FALSE,0
0,0,0,0,4,88,0,0.05,0,0,Feb,4,1,1,3,Returning_Visitor,FALSE,0
2,67.6,0,0,8,183.8,0,0.02,0,0,Oct,1,1,1,5,New_Visitor,FALSE,0
0,0,0,0,4,160.5,0,0.05,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE,0
0,0,0,0,2,19.2,0.1,0.15,0,0,Sep,3,2,3,1,Returning_Visitor,FALSE,0
0,0,0,0,15,1506.916667,0.004444444,0.033015873,0,0,Nov,1,8,2,11,Returning_Visitor,FALSE,0
2,9.5,0,0,18,529.702381,0,0.005263158,0,0,Mar,2,2,4,2,Returning_Visitor,TRUE,0
2,34,0,0,35,1907.135417,0.006944444,0.021993464,64.25350176,0,Dec,2,2,1,10,Returning_Visitor,TRUE,0
5,100.9166667,0,0,56,1432.223333,0,0.002185792,69.43043195,0,Mar,2,2,3,3,Returning_Visitor,TRUE,1
4,31.6,0,0,9,1760.7,0,0.003333333,0,0,Nov,4,2,9,2,Returning_Visitor,FALSE,0
0,0,0,0,12,676.25,0,0.025,0,0,Nov,2,4,1,6,Returning_Visitor,FALSE,0
3,35.4,0,0,38,937.8075758,0.01025641,0.039316239,0,0,Jul,3,2,1,1,Returning_Visitor,FALSE,0
0,0,0,0,57,2167.126924,0.008181818,0.017137357,12.360043,0,Nov,3,2,3,1,Returning_Visitor,TRUE,1
2,22.2,0,0,18,470.8966667,0,0.005,0,0,Nov,2,2,2,4,New_Visitor,FALSE,0
3,96.8,0,0,29,2041.626667,0.026075269,0.047324629,0,0,Sep,2,2,3,1,Returning_Visitor,FALSE,0
0,0,0,0,7,97,0.057142857,0.1,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,0
1,57,3,144,15,280.0833333,0.010526316,0.021052632,0,0,May,3,2,6,4,Returning_Visitor,TRUE,0
6,81.12,0,0,26,2134.103333,0,0.014583333,13.38353821,0,Jul,2,2,1,6,Returning_Visitor,FALSE,0
0,0,0,0,31,887.9166667,0.038709677,0.069892473,0,0.6,May,1,1,1,15,Returning_Visitor,FALSE,0
2,175.2,0,0,60,1635.466667,0.006557377,0.014754098,0,0,Nov,2,5,7,3,Returning_Visitor,FALSE,0
6,1279.5,0,0,72,1032.761905,0,0.001388889,0,0,May,2,4,1,3,New_Visitor,FALSE,0
4,98.91666667,0,0,110,4096.712716,0.002654867,0.011061947,0,0,Nov,1,2,6,2,Returning_Visitor,FALSE,0
2,23,0,0,50,2473.196429,0,0.013301282,0,0,Nov,2,2,3,8,New_Visitor,FALSE,0
2,46,0,0,13,195,0,0.008333333,0,0,May,2,2,1,4,Returning_Visitor,FALSE,0
8,269,0,0,33,1109.883333,0.013888889,0.027742165,0,0,Mar,1,1,4,1,Returning_Visitor,FALSE,0
2,34.18095238,0,0,70,2012.660952,0,0.001408451,0,0,Nov,2,4,3,5,New_Visitor,TRUE,0
3,58.4,0,0,12,197,0,0.028571429,0,0,Nov,2,2,2,2,Returning_Visitor,FALSE,0
0,0,3,62.75,24,680.2559524,0.015384615,0.038461538,72.06822266,0,Nov,1,1,8,10,Returning_Visitor,FALSE,0
0,0,0,0,96,2857.712454,0.002393617,0.019742908,0,0,Nov,3,2,1,6,Returning_Visitor,TRUE,0
4,378.75,1,0,15,638.9166667,0.010526316,0.031578947,0,0,Nov,2,2,1,2,New_Visitor,FALSE,1
3,120,0,0,5,198,0,0.014285714,0,0,May,3,3,4,2,New_Visitor,TRUE,0
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,0
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,7,3,1,Returning_Visitor,FALSE,0
0,0,0,0,5,381.6666667,0,0.02,0,0,Mar,1,1,3,2,Returning_Visitor,FALSE,0
7,234.9285714,10,902.5,131,6050.883117,0.002857143,0.012557561,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE,0
0,0,0,0,6,671.6666667,0,0.016666667,0,0,May,2,4,3,3,Returning_Visitor,FALSE,0
0,0,0,0,6,46,0,0.016666667,0,0,Dec,6,2,4,1,Returning_Visitor,FALSE,0
1,70.5,0,0,12,541.5357143,0,0.008333333,115.7819471,0,Nov,2,5,3,2,New_Visitor,TRUE,1
3,55.05,0,0,18,4916.583333,0.013636364,0.018636364,20.08902391,0,Nov,2,6,5,1,Returning_Visitor,FALSE,1
6,545.65,3,204.3466667,69,1182.432333,0.000684932,0.002998087,19.71529542,0,Nov,2,2,1,13,Returning_Visitor,TRUE,1
4,194.4,0,0,12,182.5142857,0,0.001666667,0,0,Oct,1,1,6,2,Returning_Visitor,FALSE,0
0,0,0,0,14,825.3333333,0,0,50.4111604,0,Aug,2,2,8,4,Returning_Visitor,FALSE,1
0,0,0,0,30,950.8333333,0.006666667,0.02,0,0,May,2,5,8,4,Returning_Visitor,FALSE,0
0,0,0,0,3,112,0.066666667,0.133333333,0,0,Mar,2,2,7,10,Returning_Visitor,FALSE,0
0,0,0,0,6,66.5,0.011111111,0.111111111,0,0.4,May,2,2,5,4,Returning_Visitor,FALSE,0
5,246.25,1,9,14,548.25,0.022222222,0.05,0,0,May,1,1,2,2,Returning_Visitor,TRUE,0
4,84,0,0,21,270,0,0.002380952,0,0,Mar,1,1,3,2,Returning_Visitor,FALSE,0
0,0,0,0,6,91,0,0.033333333,0,0.6,May,2,2,1,13,Returning_Visitor,FALSE,0
0,0,0,0,11,220.5,0.027272727,0.072727273,0,0,Dec,3,2,7,1,Returning_Visitor,TRUE,0
3,57,0,0,15,486.5166667,0,0.011111111,0,0,Mar,2,2,5,6,Returning_Visitor,FALSE,0
1,22,0,0,21,678.2738095,0,0.012878788,0,0,Mar,3,2,1,2,New_Visitor,FALSE,0
0,0,0,0,40,694.0178571,0.005,0.0175,0,0,Dec,2,2,3,2,New_Visitor,FALSE,0
2,161,0,0,28,1286.75,0,0.007692308,0,0,May,1,2,6,4,Returning_Visitor,TRUE,0
4,42,1,28.5,34,1367,0,0.001960784,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE,0
2,18,4,15,30,569.1190476,0,0.04,0,0,May,2,2,1,4,Returning_Visitor,FALSE,0
0,0,0,0,8,676,0,0.05,0,0,May,2,2,2,13,Returning_Visitor,FALSE,0
4,207,0,0,31,1592.233333,0,0.011574074,57.06546413,0,Dec,2,2,4,1,Returning_Visitor,FALSE,0
1,0,0,0,1,74.6,0.1,0.1,0,0,Oct,3,2,1,4,Returning_Visitor,FALSE,0
6,141,1,16,143,4081.248718,0.002721088,0.01562134,5.376740585,0,Nov,2,2,1,2,Returning_Visitor,FALSE,0
2,63.66666667,0,0,26,542.1666667,0.008333333,0.03125,0,0,May,3,2,5,4,Returning_Visitor,FALSE,0
0,0,0,0,9,148.3333333,0.066666667,0.088888889,0,0,Dec,2,2,3,2,Returning_Visitor,FALSE,0
2,28,2,175.5,27,1253.333333,0.006666667,0.014666667,39.7173,0,Mar,2,2,1,2,Returning_Visitor,FALSE,1
8,342.75,0,0,12,653.125,0.01,0.03,0,0,Nov,2,2,7,2,Returning_Visitor,FALSE,0
2,12,0,0,85,3887.222321,0.000595238,0.018506494,0,0,Dec,3,2,7,3,Returning_Visitor,FALSE,0
1,4,0,0,24,957.9,0.025,0.032638889,22.74458333,0.4,May,3,2,6,13,Returning_Visitor,FALSE,1
0,0,0,0,3,24,0,0.066666667,0,0,Sep,2,2,3,3,Returning_Visitor,FALSE,0
1,9,0,0,15,688.1833333,0,0.011904762,43.03066045,0,Dec,1,1,3,2,New_Visitor,FALSE,1
0,0,0,0,8,148.75,0,0.025,0,0,Mar,2,4,3,2,Returning_Visitor,TRUE,0
3,618,0,0,9,341,0,0.007692308,34.43601877,0,Mar,2,2,9,3,New_Visitor,FALSE,1
3,151,0,0,6,892,0,0.018518519,0,0,Mar,3,2,3,3,Returning_Visitor,TRUE,0
0,0,1,105.8,44,868.1636364,0,0.036803966,9.550627398,0,Sep,2,6,4,2,Returning_Visitor,FALSE,0
0,0,0,0,49,1385.85,0,0.013265306,0,0,Dec,2,2,4,3,Returning_Visitor,FALSE,0
0,0,0,0,4,25,0,0.1,0,0,May,2,2,3,3,Returning_Visitor,FALSE,0
0,0,0,0,14,406.8666667,0.021428571,0.079761905,0,0,Jul,4,5,3,3,Returning_Visitor,FALSE,0
2,44,0,0,26,1636.016667,0.007692308,0.021794872,0,0,Mar,2,6,1,1,Returning_Visitor,FALSE,0
0,0,0,0,9,165.5833333,0.007407407,0.06,0,0,Dec,3,2,1,3,Returning_Visitor,FALSE,0
6,189.8,0,0,9,208.8333333,0,0.015384615,70.31635146,0,Nov,2,2,3,2,New_Visitor,FALSE,1
11,190.3125,2,43.5,22,1259.872817,0.013333333,0.025185185,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE,0
5,50,0,0,106,3095.200725,0.012612613,0.034684685,0,0,Dec,2,2,3,2,Returning_Visitor,FALSE,0
0,0,0,0,10,902.6666667,0,0.03,0,0,Nov,2,2,3,20,Returning_Visitor,TRUE,0
7,397.6309524,1,88.5,107,6449.457197,0.010353866,0.031510604,5.391767492,0,Nov,2,2,9,1,Returning_Visitor,FALSE,1
0,0,0,0,27,2514.25,0,0.006666667,31.40784,0,May,2,2,3,5,New_Visitor,FALSE,1
0,0,0,0,41,4373.847619,0.00232288,0.033787661,0,0,Dec,2,5,1,3,Returning_Visitor,TRUE,0
1,55.5,0,0,8,158.25,0,0.022222222,0,0,Nov,2,2,3,10,Returning_Visitor,FALSE,0
6,151.7,0,0,34,799.327381,0.017647059,0.023340336,0,0,Dec,3,2,1,2,Returning_Visitor,FALSE,0
6,394.1,4,489.6,40,1190.4,0,0.012318841,17.19073913,0,May,3,2,1,11,Returning_Visitor,FALSE,0
0,0,0,0,2,68.5,0,0.033333333,0,0,Mar,3,2,1,10,Returning_Visitor,FALSE,0
0,0,0,0,9,206.6,0,0.005555556,0,0,Jul,2,4,3,4,New_Visitor,FALSE,0
3,150.75,1,14,13,308.5,0,0.0125,0,0,Dec,2,2,5,2,New_Visitor,TRUE,0
3,29,0,0,8,160.5,0,0.025,0,0,May,2,2,9,3,Returning_Visitor,FALSE,0
0,0,0,0,27,392.4666667,0,0.007407407,0,0,May,1,1,3,2,Returning_Visitor,FALSE,0
6,473.7,1,42.4,47,2101.691541,0.007435897,0.02061552,0,0,Jul,3,3,8,1,Returning_Visitor,TRUE,0
1,0,0,0,7,174,0,0.05,0,0,Nov,4,2,3,20,Returning_Visitor,FALSE,0
2,16.66666667,0,0,22,343.3690476,0.001298701,0.039924242,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,0
1,4,0,0,13,2123.5,0.015384615,0.030769231,42.74590431,0,Nov,2,2,1,3,Returning_Visitor,FALSE,1
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,2,1,Returning_Visitor,FALSE,0
0,0,0,0,16,161.15,0.1,0.125,0,0,Aug,3,2,3,13,Returning_Visitor,FALSE,0
0,0,0,0,5,54.5,0,0.04,0,0,Dec,2,5,1,2,New_Visitor,FALSE,0
0,0,0,0,35,806.125,0.012121212,0.024444444,0,0,Nov,1,1,4,2,Returning_Visitor,FALSE,0
1,19,0,0,22,525.2666667,0,0.007709751,0,0,Mar,3,2,7,1,Returning_Visitor,FALSE,0
2,79.6,3,332.08,34,1011.016667,0.018918919,0.043243243,5.128358233,0,Oct,2,2,7,1,Returning_Visitor,FALSE,1
0,0,0,0,24,805,0,0.008695652,53.988,0,May,2,2,1,2,New_Visitor,TRUE,1
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,4,1,10,Returning_Visitor,TRUE,0
0,0,0,0,2,11,0.088888889,0.188888889,0,0,Dec,2,2,2,2,Returning_Visitor,TRUE,0
0,0,0,0,6,59,0,0.033333333,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,0
0,0,0,0,17,289.5555556,0.017647059,0.031372549,0,0,Dec,1,1,1,10,Returning_Visitor,FALSE,0
1,183,0,0,28,586.3722222,0,0.004021164,0,0,Dec,3,2,6,10,Returning_Visitor,FALSE,1
0,0,0,0,9,146.375,0.075,0.0875,0,0,Nov,3,2,1,13,Returning_Visitor,FALSE,0
2,39.4,0,0,40,673.65,0,0.014634146,23.76322043,0,Nov,4,2,6,3,Returning_Visitor,TRUE,1
1,132,0,0,8,209.25,0,0.022222222,0,0,May,2,2,7,6,Returning_Visitor,FALSE,0
0,0,0,0,13,392,0,0.026923077,0,0.6,May,3,2,1,13,Returning_Visitor,FALSE,0
3,13,0,0,26,2058.5,0,0.039506173,8.887111111,1,May,2,2,1,3,Returning_Visitor,TRUE,1
0,0,0,0,5,58,0,0.04,0,0,May,2,2,4,3,Returning_Visitor,FALSE,0
7,644.5,2,166.5,31,1629.641667,0,0.026063126,0,0,Dec,2,2,4,2,Returning_Visitor,FALSE,0
6,276.75,0,0,12,342.125,0,0.007142857,0,0,Nov,1,2,3,2,New_Visitor,FALSE,0
0,0,0,0,1,0,0.2,0.2,0,0,Dec,1,1,3,3,New_Visitor,TRUE,0
4,47,1,49.5,28,687.4670635,0.013978495,0.02734255,108.9089884,0,Nov,1,1,1,2,Returning_Visitor,TRUE,1
5,2156.166667,2,92,15,463,0.036363636,0.042207792,0,0,May,1,2,4,4,Returning_Visitor,TRUE,0
2,30,1,148.5,24,1530.194444,0.007407407,0.014814815,10.10222222,0,Mar,1,1,1,10,Returning_Visitor,FALSE,0
1,0,0,0,18,1489.083333,0.023529412,0.046470588,0,0,Mar,2,2,8,1,Returning_Visitor,FALSE,0
0,0,0,0,20,1511,0,0.025,0,0.6,May,2,2,3,6,Returning_Visitor,FALSE,0
3,119,1,86,25,413.7222222,0,0.013076923,15.40042308,0,May,1,1,7,4,Returning_Visitor,FALSE,0
5,501.75,0,0,18,628.5833333,0.004761905,0.012698413,37.02263046,0,Nov,2,2,3,3,Returning_Visitor,FALSE,1
2,95,0,0,15,449.5,0.0125,0.04375,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,0
9,210.6666667,3,127,55,1509.594444,0.006451613,0.02016129,14.68324522,0,Mar,2,5,1,2,Returning_Visitor,FALSE,0
0,0,0,0,12,697.1666667,0,0.016666667,0,0.6,May,2,4,2,6,Returning_Visitor,FALSE,0
9,134.7666667,0,0,17,347.547619,0.024242424,0.042121212,0,0,May,3,2,4,4,Returning_Visitor,FALSE,0
2,96,2,18,53,2130.025,0,0.010061728,0,0,May,2,2,3,4,Returning_Visitor,FALSE,0
8,935.1,1,21,172,10524.35936,0.005046115,0.01576463,2.924161864,0,Nov,3,2,1,3,Returning_Visitor,FALSE,1
3,94.6,0,0,17,265.5,0,0,0,0,Oct,2,2,1,2,New_Visitor,FALSE,0
0,0,1,44,41,1089.75,0,0.005853659,0,0,Mar,2,2,3,2,New_Visitor,FALSE,0
0,0,0,0,11,212.9166667,0,0.009090909,0,0,Nov,3,2,5,2,New_Visitor,FALSE,0
3,61.65,7,380.9571429,102,3025.290325,0.014102564,0.019800052,11.43180835,0,Sep,3,2,1,2,Returning_Visitor,FALSE,0
4,80,0,0,17,442.1666667,0,0.010526316,0,0,Nov,2,2,6,2,New_Visitor,TRUE,0
14,321.2666667,4,230,39,2310.083333,0.005769231,0.02702758,27.03298037,0,Nov,1,1,1,2,Returning_Visitor,FALSE,0
6,84.66666667,0,0,24,1387.5,0,0.017261905,11.30850046,0,Nov,2,2,1,3,Returning_Visitor,FALSE,1
7,184.9333333,4,277.5,70,3993.135714,0.006,0.014539683,32.09724943,0,Nov,3,2,1,2,Returning_Visitor,TRUE,1
2,58.6,0,0,42,906.2333333,0,0.006976744,0,0,Nov,2,2,4,20,New_Visitor,FALSE,0
0,0,0,0,8,85.5,0.075,0.1,0,0,May,2,2,1,1,Returning_Visitor,FALSE,0
4,79.25,5,500.8,39,1080.875,0.010638298,0.024964539,20.06500939,0,Nov,2,5,1,2,Returning_Visitor,FALSE,1
0,0,4,399.3333333,46,1814.583333,0.003673469,0.02675737,0,0,Mar,2,2,2,2,Returning_Visitor,FALSE,0
0,0,0,0,12,689.75,0,0.083333333,0,0,May,2,4,3,4,Returning_Visitor,FALSE,0
0,0,0,0,88,1917.683333,0.003409091,0.016287879,0,0.2,May,2,2,3,1,Returning_Visitor,FALSE,0
0,0,0,0,9,125.5,0,0.007407407,0,0,Nov,2,2,7,11,Returning_Visitor,FALSE,0
2,287.2,0,0,16,473.2833333,0,0.002222222,0,0,Oct,2,2,1,2,New_Visitor,TRUE,0
4,118.5,1,8.5,62,2910.632251,0.005833333,0.017587302,25.05062136,0,Nov,3,2,1,2,Returning_Visitor,FALSE,1
0,0,0,0,2,0,0.2,0.2,0,0,Nov,3,2,7,3,Returning_Visitor,FALSE,0
0,0,0,0,5,108,0,0.04,0,0,May,2,2,3,2,Returning_Visitor,TRUE,0
1,62.5,3,196,36,585.178355,0,0.001273148,0,0,May,2,2,6,4,Returning_Visitor,FALSE,0
2,101.5,0,0,16,692.6666667,0,0.0125,146.23875,0,May,2,2,5,2,New_Visitor,FALSE,1
0,0,0,0,5,60,0,0.053333333,0,0,Dec,2,2,1,20,Returning_Visitor,FALSE,0
3,32,0,0,15,276.3666667,0,0,55.82099528,0,Sep,2,4,1,2,New_Visitor,FALSE,0
1,412,0,0,54,2377,0,0.005090909,0,0,Mar,2,2,9,10,Returning_Visitor,FALSE,0
0,0,0,0,7,649.5,0.028571429,0.057142857,0,0,Dec,2,2,4,2,New_Visitor,FALSE,1
3,30.5,5,789.125,272,7434.743073,0.00931255,0.022108499,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE,0
0,0,0,0,11,185,0,0.054545455,0,0.6,May,2,2,1,6,Returning_Visitor,FALSE,0
0,0,0,0,24,754.3,0,0.0125,0,0,Nov,2,2,3,10,Returning_Visitor,FALSE,0
0,0,0,0,24,473.6833333,0.008333333,0.00952381,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE,0
0,0,0,0,19,1210.1,0,0.005555556,0,0,Nov,1,1,3,10,Returning_Visitor,FALSE,0
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,0
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,2,1,Returning_Visitor,FALSE,0
0,0,0,0,1,0,0.2,0.2,0,0,Sep,2,4,4,4,Returning_Visitor,FALSE,0
0,0,0,0,17,1338.8,0.058823529,0.094117647,0,0,Aug,2,2,3,13,Returning_Visitor,FALSE,0
0,0,0,0,2,134,0,0.1,0,0,Mar,3,2,7,9,Returning_Visitor,TRUE,0
2,7,0,0,40,906.4,0,0.015238095,0,0,Oct,2,2,9,4,Returning_Visitor,FALSE,0
2,67.5,2,100.2,17,1770.8,0.026315789,0.035087719,0,0,Nov,2,2,2,2,Returning_Visitor,FALSE,0
1,49.5,0,0,9,350.25,0,0.035714286,0,0,Dec,2,2,1,7,New_Visitor,TRUE,0
0,0,0,0,14,862.7916667,0.014285714,0.02,0,0,Nov,1,1,1,10,Returning_Visitor,FALSE,0
6,171.0833333,0,0,28,952.2857143,0,0.013333333,52.10818182,0,Mar,2,2,1,2,Returning_Visitor,FALSE,1
1,6.333333333,0,0,36,1378.166667,0.005555556,0.026587302,0,0,Nov,2,2,1,13,Returning_Visitor,TRUE,0
0,0,0,0,25,701.8833333,0,0.023333333,0,0,Sep,2,2,1,2,Returning_Visitor,FALSE,0
0,0,1,217.6,77,1690.489222,0.011842105,0.027846816,0,0,Sep,3,2,6,1,Returning_Visitor,TRUE,0
0,0,0,0,8,139,0,0.05,0,0,May,2,4,3,3,Returning_Visitor,FALSE,0
0,0,0,0,11,281.9,0.02,0.04,0,0,Dec,1,8,1,6,Returning_Visitor,FALSE,0
0,0,0,0,8,221,0,0.025,0,0,Dec,3,2,1,1,Returning_Visitor,TRUE,0
0,0,0,0,4,59.2,0,0.05,0,0,Aug,2,4,9,4,Returning_Visitor,FALSE,0
3,30.25,0,0,21,327.2666667,0.017391304,0.02826087,68.85704348,0,May,2,2,1,3,Returning_Visitor,FALSE,1
4,359.3,4,407,69,5485.105556,0.010526316,0.017493734,4.494741228,0,Mar,1,1,2,1,Returning_Visitor,TRUE,1
1,5,0,0,31,1263.9,0,0.009111111,0,0,Dec,2,2,7,2,Returning_Visitor,FALSE,0
5,83,0,0,69,2517.216667,0.000342466,0.021765601,0,0,Nov,2,2,9,2,Returning_Visitor,FALSE,0
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,1,3,Returning_Visitor,FALSE,0
2,561.5,2,31,95,4817.924102,0.007496464,0.025637791,50.09121868,0,Nov,1,1,5,2,Returning_Visitor,FALSE,1
0,0,0,0,8,856.4166667,0,0.028571429,44.56114286,0.6,May,2,4,9,5,Returning_Visitor,FALSE,1
0,0,0,0,1,0,0.2,0.2,0,0.4,May,1,1,3,3,Returning_Visitor,FALSE,0
1,508.8,0,0,7,379.8,0,0.05,0,0,Jul,1,1,1,1,Returning_Visitor,FALSE,0
5,107.125,0,0,34,916,0,0.002857143,0,0,Dec,2,2,2,1,Returning_Visitor,FALSE,0
2,91,3,865,27,1244.833333,0,0.006896552,0,0,Mar,2,2,1,2,New_Visitor,TRUE,0
3,47,1,51,68,3008.124108,0.007142857,0.016727891,46.53017511,0,Mar,2,2,1,1,Returning_Visitor,FALSE,0
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,1,1,Returning_Visitor,TRUE,0
8,173.4115512,0,0,162,5721.800123,0.001142857,0.009090249,17.79812649,0,Oct,2,2,1,1,Returning_Visitor,FALSE,0
3,103.6,0,0,30,440.5333333,0.006451613,0.021505376,0,0,Aug,2,2,2,1,Returning_Visitor,TRUE,0
0,0,0,0,19,491.6666667,0.011111111,0.012222222,0,0,Mar,1,1,1,6,Returning_Visitor,TRUE,0
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,2,2,2,Returning_Visitor,FALSE,0
5,1652,0,0,15,446.375,0,0.005882353,0,0,Dec,8,13,9,20,Other,FALSE,0
8,239.8333333,2,33,79,2650.408502,0.000766284,0.005632184,0,0,May,2,4,1,6,Returning_Visitor,FALSE,0
5,77.08333333,2,96.5,15,2106.833333,0.014285714,0.037301587,0,0,Nov,1,1,4,2,Returning_Visitor,TRUE,1
0,0,0,0,9,177.3333333,0.066666667,0.088888889,0,1,May,3,2,4,1,Returning_Visitor,TRUE,0
1,7.1,0,0,16,222.2333333,0,0.029411765,0,0,June,2,5,3,2,Returning_Visitor,FALSE,0
0,0,0,0,3,146.4,0,0.016666667,0,0,Aug,3,2,1,3,Returning_Visitor,FALSE,0
2,32,0,0,50,1245.3,0.004,0.020666667,7.146260888,0,Mar,2,2,7,9,Returning_Visitor,TRUE,0
12,975.6466667,4,276.08,53,2822.623603,0.006666667,0.017015392,0,0,Sep,3,2,8,2,Returning_Visitor,TRUE,0
1,101,0,0,4,100.5,0,0.04,0,0,May,3,3,1,3,New_Visitor,TRUE,0
3,120.25,5,869,42,2066.927778,0.017391304,0.048188406,17.70684845,0,May,2,2,4,4,Returning_Visitor,FALSE,0
2,15.66666667,0,0,30,1724.25,0.013793103,0.032413793,0,0,Mar,2,2,3,1,Returning_Visitor,TRUE,0
14,416.3928571,6,449.3333333,258,11301.20416,0,0.00742538,33.6117917,0,Mar,2,4,9,2,Returning_Visitor,FALSE,1
0,0,0,0,1,0,0.2,0.2,0,0.6,May,1,2,3,2,Returning_Visitor,FALSE,0
0,0,0,0,27,1070.461905,0,0.007407407,57.7293604,0,Mar,2,2,3,2,Returning_Visitor,FALSE,1
0,0,0,0,23,736.2333333,0.004545455,0.013636364,140.6621366,0,Dec,1,8,1,11,New_Visitor,FALSE,1
2,324.5,1,0,21,696.225,0.008333333,0.018055556,0,0,Nov,1,1,4,2,Returning_Visitor,FALSE,0
0,0,0,0,22,573.75,0,0.018181818,0,0,Nov,3,2,8,2,New_Visitor,FALSE,0
8,233.25,2,9,38,2277.555556,0,0.004761905,0,0,Dec,2,4,1,2,New_Visitor,TRUE,0
1,26.5,0,0,13,470.5,0,0.016666667,41.422095,0,Nov,1,1,4,2,New_Visitor,FALSE,1
1,46.5,2,418.5,88,2085.972565,0,0.006273946,0,0,Nov,2,2,1,2,Returning_Visitor,TRUE,0
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,1,13,Returning_Visitor,FALSE,0
0,0,0,0,22,370.3333333,0.018181818,0.054545455,0,0.6,May,2,2,4,13,Returning_Visitor,FALSE,0
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,0
0,0,0,0,1,13,0,0.1,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,0
0,0,0,0,16,865.5833333,0,0.002083333,93.77761706,0,Dec,1,1,1,2,New_Visitor,TRUE,1
0,0,0,0,4,67,0,0.05,0,0,Dec,2,2,9,2,Returning_Visitor,FALSE,0
0,0,0,0,17,857,0.023529412,0.076470588,0,0,May,4,2,4,2,Returning_Visitor,FALSE,0
3,70.5,0,0,44,737.1819347,0.005581395,0.023137121,0,0,Nov,1,1,4,1,Returning_Visitor,TRUE,0
10,274.25,5,247.75,61,2267.330952,0.002739726,0.005348989,48.6094789,0,Nov,2,2,1,2,Returning_Visitor,FALSE,1
2,241.6,0,0,28,920.7,0,0.015555556,0,0,Nov,1,8,3,20,Returning_Visitor,FALSE,0
12,246.252381,2,56.5,102,4264.419078,0.007783883,0.019834499,0,0,Nov,3,2,1,10,Returning_Visitor,TRUE,0
0,0,0,0,15,411.0833333,0.013333333,0.033333333,0,0,Nov,2,2,3,3,Returning_Visitor,FALSE,0
2,48.66666667,4,155.3333333,20,540.75,0,0.004166667,38.88816225,0,Nov,2,2,3,2,Returning_Visitor,FALSE,1
0,0,0,0,20,366.5,0,0.01,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,0
0,0,0,0,7,300.5,0.085714286,0.114285714,0,0,Nov,2,2,1,13,Returning_Visitor,FALSE,0
5,169,0,0,3,50,0,0.033333333,0,0,Mar,1,1,1,9,New_Visitor,FALSE,0
6,93.3,0,0,70,2678.055238,0,0.005868545,0,0,Jul,2,2,1,2,Returning_Visitor,TRUE,0
15,182.7,0,0,60,632.25,0.005882353,0.011960784,0,0,Oct,4,2,1,3,Returning_Visitor,FALSE,0
3,69.1,0,0,24,368.6,0,0.008888889,0,0,Sep,2,2,1,2,New_Visitor,FALSE,0
0,0,0,0,6,364.5,0.077777778,0.072222222,0,0.6,May,3,2,4,3,Returning_Visitor,FALSE,0
0,0,0,0,14,390.9,0.013333333,0.066666667,0,0,Aug,2,2,6,3,Returning_Visitor,FALSE,0
0,0,0,0,2,0,0.2,0.2,0,0,May,1,1,3,11,Returning_Visitor,TRUE,0
0,0,0,0,13,490.0833333,0,0.003636364,11.988,1,May,1,8,1,11,New_Visitor,TRUE,1
0,0,0,0,50,998.9545455,0.0076,0.025933333,0,0.8,May,2,2,3,2,Returning_Visitor,FALSE,0
0,0,0,0,9,427,0,0.025,13.1168283,0,Dec,1,1,1,2,New_Visitor,TRUE,1
5,121.2666667,0,0,8,114.6,0,0.01,0,0,Nov,1,1,1,2,New_Visitor,TRUE,0
0,0,0,0,7,221.5,0,0.028571429,0,0,Mar,4,1,1,3,Returning_Visitor,FALSE,0
